Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,
,1,742,742,,
,4,743,743,,
,1,744,744,,
,0,745,745,,
,1,746,746,,
,4,747,747,,
,4,748,748,,
,3,749,749,,
,3,750,750,,
,6,751,751,,
,3,752,752,,
,1,753,753,,
,1,754,754,,
,2,755,755,,
,3,756,756,,
,3,757,757,,
,3,758,758,,
,2,759,759,,
,3,760,760,,
,2,761,761,,
,2,762,762,,
,4,763,763,,
,5,764,764,,
,0,765,765,,
,4,766,766,,
,3,767,767,,
,5,768,768,,
,1,769,769,,
,3,770,770,,
,3,771,771,,
,2,772,772,,
,3,773,773,,
,2,774,774,,
,3,775,775,,
,1,776,776,,
,3,777,777,,
,3,778,778,,
,1,779,779,,
,3,780,780,,
,2,781,781,,
,2,782,782,,
,3,783,783,,
,1,784,784,,
,2,785,785,,
,1,786,786,,
,1,787,787,,
,0,788,788,,
,3,789,789,,
,6,790,790,,
,3,791,791,,
,1,792,792,,
,3,793,793,,
,5,794,794,,
,5,795,795,,
,3,796,796,,
,2,797,797,,
,3,798,798,,
,1,799,799,,
,3,800,800,,
,3,801,801,,
,1,802,802,,
,6,803,803,,
,1,804,804,,
,4,805,805,,
,6,806,806,,
,2,807,807,,
,4,808,808,,
,2,809,809,,
,5,810,810,,
,2,811,811,,
,3,812,812,,
,1,813,813,,
,0,814,814,,
,6,815,815,,
,1,816,816,,
,1,817,817,,
,3,818,818,,
,1,819,819,,
,0,820,820,,
,3,821,821,,
,4,822,822,,
,1,823,823,,
,2,824,824,,
,2,825,825,,
,1,826,826,,
,2,827,827,,
,2,828,828,,
,2,829,829,,
,4,830,830,,
,4,831,831,,
,1,832,832,,
,1,833,833,,
,3,834,834,,
,3,835,835,,
,3,836,836,,
,1,837,837,,
,1,838,838,,
,3,839,839,,
,2,840,840,,
,0,841,841,,
,1,842,842,,
,2,843,843,,
,1,844,844,,
,4,845,845,,
,1,846,846,,
,2,847,847,,
,2,848,848,,
,1,849,849,,
,0,850,850,,
,1,851,851,,
,0,852,852,,
,2,853,853,,
,2,854,854,,
,1,855,855,,
,2,856,856,,
,1,857,857,,
,5,858,858,,
,3,859,859,,
,1,860,860,,
,4,861,861,,
,2,862,862,,
,1,863,863,,
,0,864,864,,
,4,865,865,,
,3,866,866,,
,2,867,867,,
,2,868,868,,
,1,869,869,,
,3,870,870,,
,2,871,871,,
,4,872,872,,
,1,873,873,,
,3,874,874,,
,4,875,875,,
,0,876,876,,
,0,877,877,,
,5,878,878,,
,0,879,879,,
,1,880,880,,
,2,881,881,,
,1,882,882,,
,1,883,883,,
,1,884,884,,
,1,885,885,,
,2,886,886,,
,0,887,887,,
,1,888,888,,
,2,889,889,,
,0,890,890,,
,2,891,891,,
,3,892,892,,
,1,893,893,,
,0,894,894,,
,0,895,895,,
,3,896,896,,
,4,897,897,,
,1,898,898,,
,2,899,899,,
,4,900,900,,
,1,901,901,,
,2,902,902,,
,1,903,903,,
,2,904,904,,
,4,905,905,,
,2,906,906,,
,2,907,907,,
,2,908,908,,
,4,909,909,,
,0,910,910,,
,2,911,911,,
,4,912,912,,
,2,913,913,,
,2,914,914,,
,0,915,915,,
,2,916,916,,
,1,917,917,,
,1,918,918,,
,2,919,919,,
,1,920,920,,
,1,921,921,,
,1,922,922,,
,2,923,923,,
,2,924,924,,
,3,925,925,,
,0,926,926,,
,0,927,927,,
,3,928,928,,
,2,929,929,,
,0,930,930,,
,1,931,931,,
,1,932,932,,
,1,933,933,,
,3,934,934,,
,3,935,935,,
,4,936,936,,
,3,937,937,,
,1,938,938,,
,1,939,939,,
,4,940,940,,
,2,941,941,,
,2,942,942,,
,1,943,943,,
,0,944,944,,
,4,945,945,,
,1,946,946,,
,3,947,947,,
,1,948,948,,
,2,949,949,,
,2,950,950,,
,2,951,951,,
,1,952,952,,
,1,953,953,,
,1,954,954,,
,3,955,955,,
,1,956,956,,
,4,957,957,,
,4,958,958,,
,1,959,959,,
,3,960,960,,
,0,961,961,,
,2,962,962,,
,3,963,963,,
,1,964,964,,
,3,965,965,,
,2,966,966,,
,0,967,967,,
,0,968,968,,
,1,969,969,,
,0,970,970,,
,2,971,971,,
,0,972,972,,
,2,973,973,,
,2,974,974,,
,0,975,975,,
,1,976,976,,
,1,977,977,,
,2,978,978,,
,2,979,979,,
,1,980,980,,
,2,981,981,,
,2,982,982,,
,1,983,983,,
,1,984,984,,
,2,985,985,,
,1,986,986,,
,3,987,987,,
,3,988,988,,
,3,989,989,,
,3,990,990,,
,3,991,991,,
,0,992,992,,
,1,993,993,,
,0,994,994,,
,0,995,995,,
,1,996,996,,
,2,997,997,,
,1,998,998,,
,0,999,999,,
,3,1000,1000,,
,1,1001,1001,,
,2,1002,1002,,
,1,1003,1003,,
,1,1004,1004,,
,1,1005,1005,,
,2,1006,1006,,
,0,1007,1007,,
,1,1008,1008,,
,0,1009,1009,,
,1,1010,1010,,
,2,1011,1011,,
,1,1012,1012,,
,1,1013,1013,,
,0,1014,1014,,
,1,1015,1015,,
,1,1016,1016,,
,1,1017,1017,,
,0,1018,1018,,
,1,1019,1019,,
,2,1020,1020,,
,2,1021,1021,,
,0,1022,1022,,
,1,1023,1023,,
,2,1024,1024,,
,1,1025,1025,,
,0,1026,1026,,
,3,1027,1027,,
,1,1028,1028,,
,1,1029,1029,,
,0,1030,1030,,
,1,1031,1031,,
,1,1032,1032,,
,2,1033,1033,,
,1,1034,1034,,
,3,1035,1035,,
,0,1036,1036,,
,5,1037,1037,,
,1,1038,1038,,
,2,1039,1039,,
,2,1040,1040,,
,2,1041,1041,,
,2,1042,1042,,
,1,1043,1043,,
,2,1044,1044,,
,0,1045,1045,,
,1,1046,1046,,
,1,1047,1047,,
,0,1048,1048,,
,1,1049,1049,,
,0,1050,1050,,
,1,1051,1051,,
,3,1052,1052,,
,2,1053,1053,,
,0,1054,1054,,
,3,1055,1055,,
,0,1056,1056,,
,1,1057,1057,,
,1,1058,1058,,
,2,1059,1059,,
,0,1060,1060,,
,1,1061,1061,,
,4,1062,1062,,
,2,1063,1063,,
,2,1064,1064,,
,1,1065,1065,,
,1,1066,1066,,
,1,1067,1067,,
,0,1068,1068,,
,2,1069,1069,,
,3,1070,1070,,
,1,1071,1071,,
,3,1072,1072,,
,2,1073,1073,,
,2,1074,1074,,
,3,1075,1075,,
,2,1076,1076,,
,1,1077,1077,,
,2,1078,1078,,
,3,1079,1079,,
,3,1080,1080,,
,3,1081,1081,,
,1,1082,1082,,
,1,1083,1083,,
,3,1084,1084,,
,2,1085,1085,,
,2,1086,1086,,
,2,1087,1087,,
,2,1088,1088,,
,0,1089,1089,,
,0,1090,1090,,
,2,1091,1091,,
,3,1092,1092,,
,1,1093,1093,,
,0,1094,1094,,
,3,1095,1095,,
,1,1096,1096,,
,2,1097,1097,,
,1,1098,1098,,
,1,1099,1099,,
,2,1100,1100,,
,0,1101,1101,,
,2,1102,1102,,
,1,1103,1103,,
,2,1104,1104,,
,2,1105,1105,,
,0,1106,1106,,
,4,1107,1107,,
,1,1108,1108,,
,0,1109,1109,,
,1,1110,1110,,
,0,1111,1111,,
,1,1112,1112,,
,1,1113,1113,,
,1,1114,1114,,
,2,1115,1115,,
,3,1116,1116,,
,1,1117,1117,,
,2,1118,1118,,
,1,1119,1119,,
,1,1120,1120,,
,0,1121,1121,,
,0,1122,1122,,
,0,1123,1123,,
,2,1124,1124,,
,3,1125,1125,,
,1,1126,1126,,
,3,1127,1127,,
,1,1128,1128,,
,0,1129,1129,,
,1,1130,1130,,
,2,1131,1131,,
,2,1132,1132,,
,1,1133,1133,,
,1,1134,1134,,
,1,1135,1135,,
,0,1136,1136,,
,0,1137,1137,,
,0,1138,1138,,
,1,1139,1139,,
,1,1140,1140,,
,0,1141,1141,,
,3,1142,1142,,
,3,1143,1143,,
,2,1144,1144,,
,3,1145,1145,,
,0,1146,1146,,
,1,1147,1147,,
,2,1148,1148,,
,2,1149,1149,,
,2,1150,1150,,
,3,1151,1151,,
,1,1152,1152,,
,2,1153,1153,,
,1,1154,1154,,
,3,1155,1155,,
,3,1156,1156,,
,1,1157,1157,,
,1,1158,1158,,
,0,1159,1159,,
,0,1160,1160,,
,0,1161,1161,,
,2,1162,1162,,
,2,1163,1163,,
,2,1164,1164,,
,1,1165,1165,,
,1,1166,1166,,
,0,1167,1167,,
,2,1168,1168,,
,2,1169,1169,,
,3,1170,1170,,
,0,1171,1171,,
,1,1172,1172,,
,0,1173,1173,,
,0,1174,1174,,
,2,1175,1175,,
,1,1176,1176,,
,0,1177,1177,,
,0,1178,1178,,
,1,1179,1179,,
,2,1180,1180,,
,0,1181,1181,,
,0,1182,1182,,
,2,1183,1183,,
,0,1184,1184,,
,0,1185,1185,,
,1,1186,1186,,
,2,1187,1187,,
,0,1188,1188,,
,2,1189,1189,,
,0,1190,1190,,
,1,1191,1191,,
,1,1192,1192,,
,2,1193,1193,,
,2,1194,1194,,
,0,1195,1195,,
,1,1196,1196,,
,1,1197,1197,,
,0,1198,1198,,
,0,1199,1199,,
,0,1200,1200,,
,2,1201,1201,,
,2,1202,1202,,
,1,1203,1203,,
,0,1204,1204,,
,0,1205,1205,,
,2,1206,1206,,
,0,1207,1207,,
,0,1208,1208,,
,1,1209,1209,,
,1,1210,1210,,
,0,1211,1211,,
,1,1212,1212,,
,0,1213,1213,,
,1,1214,1214,,
,0,1215,1215,,
,0,1216,1216,,
,1,1217,1217,,
,0,1218,1218,,
,0,1219,1219,,
,1,1220,1220,,
,0,1221,1221,,
,0,1222,1222,,
,1,1223,1223,,
,1,1224,1224,,
,0,1225,1225,,
,1,1226,1226,,
,2,1227,1227,,
,4,1228,1228,,
,2,1229,1229,,
,1,1230,1230,,
,2,1231,1231,,
,2,1232,1232,,
,0,1233,1233,,
,2,1234,1234,,
,0,1235,1235,,
,3,1236,1236,,
,0,1237,1237,,
,0,1238,1238,,
,1,1239,1239,,
,1,1240,1240,,
,2,1241,1241,,
,2,1242,1242,,
,1,1243,1243,,
,2,1244,1244,,
,0,1245,1245,,
,1,1246,1246,,
,1,1247,1247,,
,1,1248,1248,,
,0,1249,1249,,
,0,1250,1250,,
,1,1251,1251,,
,1,1252,1252,,
,1,1253,1253,,
,0,1254,1254,,
,0,1255,1255,,
,1,1256,1256,,
,0,1257,1257,,
,0,1258,1258,,
,0,1259,1259,,
,0,1260,1260,,
,0,1261,1261,,
,1,1262,1262,,
,2,1263,1263,,
,1,1264,1264,,
,2,1265,1265,,
,0,1266,1266,,
,0,1267,1267,,
,2,1268,1268,,
,1,1269,1269,,
,1,1270,1270,,
,0,1271,1271,,
,0,1272,1272,,
,1,1273,1273,,
,0,1274,1274,,
,0,1275,1275,,
,0,1276,1276,,
,0,1277,1277,,
,0,1278,1278,,
,0,1279,1279,,
,0,1280,1280,,
,2,1281,1281,,
,0,1282,1282,,
,0,1283,1283,,
,1,1284,1284,,
,0,1285,1285,,
,2,1286,1286,,
,0,1287,1287,,
,0,1288,1288,,
,1,1289,1289,,
,1,1290,1290,,
,1,1291,1291,,
,0,1292,1292,,
,0,1293,1293,,
,0,1294,1294,,
,0,1295,1295,,
,0,1296,1296,,
,1,1297,1297,,
,1,1298,1298,,
,1,1299,1299,,
,0,1300,1300,,
,0,1301,1301,,
,0,1302,1302,,
,0,1303,1303,,
,1,1304,1304,,
,0,1305,1305,,
,0,1306,1306,,
,0,1307,1307,,
,0,1308,1308,,
,0,1309,1309,,
,0,1310,1310,,
,1,1311,1311,,
,0,1312,1312,,
,1,1313,1313,,
,0,1314,1314,,
,1,1315,1315,,
,1,1316,1316,,
,1,1317,1317,,
,0,1318,1318,,
,0,1319,1319,,
,1,1320,1320,,
,0,1321,1321,,
,0,1322,1322,,
,0,1323,1323,,
,0,1324,1324,,
,1,1325,1325,,
,0,1326,1326,,
,1,1327,1327,,
,0,1328,1328,,
,0,1329,1329,,
,1,1330,1330,,
,0,1331,1331,,
,0,1332,1332,,
,1,1333,1333,,
,1,1334,1334,,
,1,1335,1335,,
,1,1336,1336,,
,0,1337,1337,,
,1,1338,1338,,
,0,1339,1339,,
,0,1340,1340,,
,0,1341,1341,,
,0,1342,1342,,
,1,1343,1343,,
,1,1344,1344,,
,0,1345,1345,,
,0,1346,1346,,
,1,1347,1347,,
,1,1348,1348,,
,0,1349,1349,,
,0,1350,1350,,
,0,1351,1351,,
,1,1352,1352,,
,0,1353,1353,,
,1,1354,1354,,
,2,1355,1355,,
,1,1356,1356,,
,3,1357,1357,,
,0,1358,1358,,
,0,1359,1359,,
,1,1360,1360,,
,0,1361,1361,,
,0,1362,1362,,
,1,1363,1363,,
,0,1364,1364,,
,0,1365,1365,,
,2,1366,1366,,
,0,1367,1367,,
,0,1368,1368,,
,0,1369,1369,,
,3,1370,1370,,
,0,1371,1371,,
,1,1372,1372,,
,3,1373,1373,,
,1,1374,1374,,
,0,1375,1375,,
,1,1376,1376,,
,1,1377,1377,,
,0,1378,1378,,
,0,1379,1379,,
,2,1380,1380,,
,0,1381,1381,,
,1,1382,1382,,
,0,1383,1383,,
,1,1384,1384,,
,0,1385,1385,,
,2,1386,1386,,
,2,1387,1387,,
,0,1388,1388,,
,0,1389,1389,,
,2,1390,1390,,
,0,1391,1391,,
,1,1392,1392,,
,2,1393,1393,,
,1,1394,1394,,
,0,1395,1395,,
,0,1396,1396,,
,2,1397,1397,,
,1,1398,1398,,
,0,1399,1399,,
,2,1400,1400,,
,2,1401,1401,,
,0,1402,1402,,
,2,1403,1403,,
,0,1404,1404,,
,0,1405,1405,,
,2,1406,1406,,
,2,1407,1407,,
,2,1408,1408,,
,2,1409,1409,,
,0,1410,1410,,
,0,1411,1411,,
,0,1412,1412,,
,0,1413,1413,,
,1,1414,1414,,
,1,1415,1415,,
,0,1416,1416,,
,2,1417,1417,,
,0,1418,1418,,
,0,1419,1419,,
,1,1420,1420,,
,0,1421,1421,,
,1,1422,1422,,
,1,1423,1423,,
,2,1424,1424,,
,0,1425,1425,,
,1,1426,1426,,
,1,1427,1427,,
,1,1428,1428,,
,3,1429,1429,,
,2,1430,1430,,
,0,1431,1431,,
,4,1432,1432,,
,1,1433,1433,,
,1,1434,1434,,
,0,1435,1435,,
,1,1436,1436,,
,2,1437,1437,,
,1,1438,1438,,
,1,1439,1439,,
,0,1440,1440,,
,3,1441,1441,,
,1,1442,1442,,
,0,1443,1443,,
,0,1444,1444,,
,1,1445,1445,,
,2,1446,1446,,
,2,1447,1447,,
,2,1448,1448,,
,2,1449,1449,,
,0,1450,1450,,
,2,1451,1451,,
,1,1452,1452,,
,0,1453,1453,,
,3,1454,1454,,
,1,1455,1455,,
,2,1456,1456,,
,2,1457,1457,,
,0,1458,1458,,
,3,1459,1459,,
,2,1460,1460,,
,2,1461,1461,,
,0,1462,1462,,
,2,1463,1463,,
,2,1464,1464,,
,2,1465,1465,,
,1,1466,1466,,
,3,1467,1467,,
,0,1468,1468,,
,1,1469,1469,,
,2,1470,1470,,
,4,1471,1471,,
,4,1472,1472,,
,3,1473,1473,,
,0,1474,1474,,
,2,1475,1475,,
,1,1476,1476,,
,0,1477,1477,,
,1,1478,1478,,
,1,1479,1479,,
,0,1480,1480,,
,0,1481,1481,,
,1,1482,1482,,
,0,1483,1483,,
,0,1484,1484,,
,0,1485,1485,,
,1,1486,1486,,
,3,1487,1487,,
,1,1488,1488,,
,1,1489,1489,,
,3,1490,1490,,
,0,1491,1491,,
,3,1492,1492,,
,0,1493,1493,,
,1,1494,1494,,
,1,1495,1495,,
,0,1496,1496,,
,2,1497,1497,,
,0,1498,1498,,
,2,1499,1499,,
,0,1500,1500,,
,0,1501,1501,,
,2,1502,1502,,
,0,1503,1503,,
,0,1504,1504,,
,1,1505,1505,,
,1,1506,1506,,
,1,1507,1507,,
,0,1508,1508,,
,0,1509,1509,,
,1,1510,1510,,
,1,1511,1511,,
,0,1512,1512,,
,0,1513,1513,,
,1,1514,1514,,
,2,1515,1515,,
,1,1516,1516,,
,0,1517,1517,,
,1,1518,1518,,
,0,1519,1519,,
,1,1520,1520,,
,1,1521,1521,,
,1,1522,1522,,
,3,1523,1523,,
,2,1524,1524,,
,0,1525,1525,,
,0,1526,1526,,
,0,1527,1527,,
,0,1528,1528,,
,0,1529,1529,,
,0,1530,1530,,
,0,1531,1531,,
,0,1532,1532,,
,1,1533,1533,,
,0,1534,1534,,
,0,1535,1535,,
,1,1536,1536,,
,1,1537,1537,,
,2,1538,1538,,
,0,1539,1539,,
,0,1540,1540,,
,1,1541,1541,,
,0,1542,1542,,
,0,1543,1543,,
,1,1544,1544,,
,1,1545,1545,,
,1,1546,1546,,
,0,1547,1547,,
,0,1548,1548,,
,1,1549,1549,,
,0,1550,1550,,
,0,1551,1551,,
,0,1552,1552,,
,1,1553,1553,,
,1,1554,1554,,
,0,1555,1555,,
,0,1556,1556,,
,0,1557,1557,,
,2,1558,1558,,
,0,1559,1559,,
,1,1560,1560,,
,0,1561,1561,,
,0,1562,1562,,
,1,1563,1563,,
,0,1564,1564,,
,0,1565,1565,,
,0,1566,1566,,
,0,1567,1567,,
,1,1568,1568,,
,0,1569,1569,,
,0,1570,1570,,
,0,1571,1571,,
,1,1572,1572,,
,0,1573,1573,,
,0,1574,1574,,
,1,1575,1575,,
,0,1576,1576,,
,2,1577,1577,,
,0,1578,1578,,
,0,1579,1579,,
,1,1580,1580,,
,0,1581,1581,,
,0,1582,1582,,
,1,1583,1583,,
,1,1584,1584,,
,0,1585,1585,,
,0,1586,1586,,
,1,1587,1587,,
,1,1588,1588,,
,0,1589,1589,,
,0,1590,1590,,
,0,1591,1591,,
,2,1592,1592,,
,0,1593,1593,,
,0,1594,1594,,
,0,1595,1595,,
,0,1596,1596,,
,0,1597,1597,,
,1,1598,1598,,
,0,1599,1599,,
,1,1600,1600,,
,0,1601,1601,,
,0,1602,1602,,
,0,1603,1603,,
,0,1604,1604,,
,0,1605,1605,,
,0,1606,1606,,
,0,1607,1607,,
,0,1608,1608,,
,0,1609,1609,,
,0,1610,1610,,
,0,1611,1611,,
,0,1612,1612,,
,1,1613,1613,,
,0,1614,1614,,
,0,1615,1615,,
,1,1616,1616,,
,0,1617,1617,,
,0,1618,1618,,
,0,1619,1619,,
,0,1620,1620,,
,1,1621,1621,,
,0,1622,1622,,
,0,1623,1623,,
,0,1624,1624,,
,0,1625,1625,,
,0,1626,1626,,
,0,1627,1627,,
,1,1628,1628,,
,0,1629,1629,,
,1,1630,1630,,
,0,1631,1631,,
,0,1632,1632,,
,1,1633,1633,,
,0,1634,1634,,
,0,1635,1635,,
,1,1636,1636,,
,1,1637,1637,,
,0,1638,1638,,
,0,1639,1639,,
,1,1640,1640,,
,1,1641,1641,,
,0,1642,1642,,
,1,1643,1643,,
,0,1644,1644,,
,0,1645,1645,,
,0,1646,1646,,
,0,1647,1647,,
,0,1648,1648,,
,0,1649,1649,,
,0,1650,1650,,
,0,1651,1651,,
,0,1652,1652,,
,1,1653,1653,,
,0,1654,1654,,
,1,1655,1655,,
,0,1656,1656,,
,0,1657,1657,,
,0,1658,1658,,
,0,1659,1659,,
,0,1660,1660,,
,0,1661,1661,,
,0,1662,1662,,
,1,1663,1663,,
,0,1664,1664,,
,0,1665,1665,,
,0,1666,1666,,
,0,1667,1667,,
,0,1668,1668,,
,1,1669,1669,,
,0,1670,1670,,
,0,1671,1671,,
,0,1672,1672,,
,0,1673,1673,,
,1,1674,1674,,
,0,1675,1675,,
,0,1676,1676,,
,0,1677,1677,,
,1,1678,1678,,
,0,1679,1679,,
,0,1680,1680,,
,0,1681,1681,,
,0,1682,1682,,
,0,1683,1683,,
,0,1684,1684,,
,0,1685,1685,,
,1,1686,1686,,
,0,1687,1687,,
,0,1688,1688,,
,0,1689,1689,,
,0,1690,1690,,
,0,1691,1691,,
,0,1692,1692,,
,0,1693,1693,,
,0,1694,1694,,
,0,1695,1695,,
,0,1696,1696,,
,0,1697,1697,,
,0,1698,1698,,
,0,1699,1699,,
,0,1700,1700,,
,1,1701,1701,,
,1,1702,1702,,
,0,1703,1703,,
,1,1704,1704,,
,1,1705,1705,,
,0,1706,1706,,
,1,1707,1707,,
,0,1708,1708,,
,0,1709,1709,,
,0,1710,1710,,
,1,1711,1711,,
,0,1712,1712,,
,0,1713,1713,,
,0,1714,1714,,
,0,1715,1715,,
,1,1716,1716,,
,0,1717,1717,,
,0,1718,1718,,
,0,1719,1719,,
,0,1720,1720,,
,0,1721,1721,,
,0,1722,1722,,
,0,1723,1723,,
,0,1724,1724,,
,0,1725,1725,,
,0,1726,1726,,
,0,1727,1727,,
,0,1728,1728,,
,0,1729,1729,,
,0,1730,1730,,
,0,1731,1731,,
,0,1732,1732,,
,0,1733,1733,,
,0,1734,1734,,
,0,1735,1735,,
,0,1736,1736,,
,2,1737,1737,,
,0,1738,1738,,
,0,1739,1739,,
,0,1740,1740,,
,0,1741,1741,,
,0,1742,1742,,
,0,1743,1743,,
,0,1744,1744,,
,0,1745,1745,,
,0,1746,1746,,
,0,1747,1747,,
,0,1748,1748,,
,2,1749,1749,,
,0,1750,1750,,
,0,1751,1751,,
,1,1752,1752,,
,0,1753,1753,,
,0,1754,1754,,
,0,1755,1755,,
,0,1756,1756,,
,1,1757,1757,,
,1,1758,1758,,
,0,1759,1759,,
,1,1760,1760,,
,1,1761,1761,,
,0,1762,1762,,
,0,1763,1763,,
,1,1764,1764,,
,3,1765,1765,,
,1,1766,1766,,
,0,1767,1767,,
,0,1768,1768,,
,0,1769,1769,,
,0,1770,1770,,
,0,1771,1771,,
,0,1772,1772,,
,0,1773,1773,,
,1,1774,1774,,
,0,1775,1775,,
,0,1776,1776,,
,0,1777,1777,,
,1,1778,1778,,
,0,1779,1779,,
,0,1780,1780,,
,1,1781,1781,,
,0,1782,1782,,
,0,1783,1783,,
,1,1784,1784,,
,2,1785,1785,,
,0,1786,1786,,
,0,1787,1787,,
,0,1788,1788,,
,0,1789,1789,,
,0,1790,1790,,
,1,1791,1791,,
,0,1792,1792,,
,0,1793,1793,,
,0,1794,1794,,
,0,1795,1795,,
,1,1796,1796,,
,0,1797,1797,,
,1,1798,1798,,
,0,1799,1799,,
,0,1800,1800,,
,0,1801,1801,,
,0,1802,1802,,
,1,1803,1803,,
,1,1804,1804,,
,1,1805,1805,,
,0,1806,1806,,
,0,1807,1807,,
,0,1808,1808,,
,0,1809,1809,,
,0,1810,1810,,
,0,1811,1811,,
,0,1812,1812,,
,0,1813,1813,,
,0,1814,1814,,
,0,1815,1815,,
,0,1816,1816,,
,0,1817,1817,,
,1,1818,1818,,
,0,1819,1819,,
,0,1820,1820,,
,0,1821,1821,,
,0,1822,1822,,
,0,1823,1823,,
,0,1824,1824,,
,0,1825,1825,,
,0,1826,1826,,
,0,1827,1827,,
,0,1828,1828,,
,0,1829,1829,,
,0,1830,1830,,
,0,1831,1831,,
,1,1832,1832,,
,1,1833,1833,,
,1,1834,1834,,
,0,1835,1835,,
,1,1836,1836,,
,1,1837,1837,,
,0,1838,1838,,
,0,1839,1839,,
,0,1840,1840,,
,2,1841,1841,,
,0,1842,1842,,
,0,1843,1843,,
,0,1844,1844,,
,0,1845,1845,,
,0,1846,1846,,
,0,1847,1847,,
,0,1848,1848,,
,0,1849,1849,,
,0,1850,1850,,
,0,1851,1851,,
,0,1852,1852,,
,1,1853,1853,,
,1,1854,1854,,
,0,1855,1855,,
,0,1856,1856,,
,0,1857,1857,,
,0,1858,1858,,
,0,1859,1859,,
,0,1860,1860,,
,0,1861,1861,,
,0,1862,1862,,
,0,1863,1863,,
,0,1864,1864,,
,0,1865,1865,,
,1,1866,1866,,
,3,1867,1867,,
,0,1868,1868,,
,0,1869,1869,,
,1,1870,1870,,
,0,1871,1871,,
,0,1872,1872,,
,1,1873,1873,,
,0,1874,1874,,
,1,1875,1875,,
,0,1876,1876,,
,0,1877,1877,,
,0,1878,1878,,
,0,1879,1879,,
,0,1880,1880,,
,0,1881,1881,,
,0,1882,1882,,
,0,1883,1883,,
,1,1884,1884,,
,0,1885,1885,,
,0,1886,1886,,
,0,1887,1887,,
,1,1888,1888,,
,0,1889,1889,,
,0,1890,1890,,
,0,1891,1891,,
,0,1892,1892,,
,0,1893,1893,,
,0,1894,1894,,
,0,1895,1895,,
,0,1896,1896,,
,0,1897,1897,,
,0,1898,1898,,
,0,1899,1899,,
,1,1900,1900,,
,3,1901,1901,,
,1,1902,1902,,
,1,1903,1903,,
,0,1904,1904,,
,1,1905,1905,,
,0,1906,1906,,
,0,1907,1907,,
,0,1908,1908,,
,0,1909,1909,,
,0,1910,1910,,
,0,1911,1911,,
,0,1912,1912,,
,0,1913,1913,,
,0,1914,1914,,
,1,1915,1915,,
,1,1916,1916,,
,0,1917,1917,,
,0,1918,1918,,
,0,1919,1919,,
,0,1920,1920,,
,0,1921,1921,,
,0,1922,1922,,
,0,1923,1923,,
,0,1924,1924,,
,1,1925,1925,,
,1,1926,1926,,
,0,1927,1927,,
,0,1928,1928,,
,0,1929,1929,,
,0,1930,1930,,
,1,1931,1931,,
,0,1932,1932,,
,0,1933,1933,,
,0,1934,1934,,
,0,1935,1935,,
,0,1936,1936,,
,0,1937,1937,,
,0,1938,1938,,
,0,1939,1939,,
,0,1940,1940,,
,1,1941,1941,,
,0,1942,1942,,
,0,1943,1943,,
,0,1944,1944,,
,0,1945,1945,,
,0,1946,1946,,
,0,1947,1947,,
,1,1948,1948,,
,0,1949,1949,,
,0,1950,1950,,
,0,1951,1951,,
,0,1952,1952,,
,1,1953,1953,,
,0,1954,1954,,
,0,1955,1955,,
,0,1956,1956,,
,0,1957,1957,,
,0,1958,1958,,
,0,1959,1959,,
,1,1960,1960,,
,0,1961,1961,,
,0,1962,1962,,
,0,1963,1963,,
,0,1964,1964,,
,0,1965,1965,,
,0,1966,1966,,
,0,1967,1967,,
,0,1968,1968,,
,0,1969,1969,,
,0,1970,1970,,
,0,1971,1971,,
,0,1972,1972,,
,0,1973,1973,,
,0,1974,1974,,
,1,1975,1975,,
,1,1976,1976,,
,0,1977,1977,,
,0,1978,1978,,
,0,1979,1979,,
,0,1980,1980,,
,0,1981,1981,,
,0,1982,1982,,
,0,1983,1983,,
,0,1984,1984,,
,0,1985,1985,,
,0,1986,1986,,
,0,1987,1987,,
,1,1988,1988,,
,1,1989,1989,,
,2,1990,1990,,
,0,1991,1991,,
,0,1992,1992,,
,1,1993,1993,,
,1,1994,1994,,
,0,1995,1995,,
,0,1996,1996,,
,0,1997,1997,,
,0,1998,1998,,
,0,1999,1999,,
,0,2000,2000,,
,0,2001,2001,,
,0,2002,2002,,
,0,2003,2003,,
,0,2004,2004,,
,0,2005,2005,,
,0,2006,2006,,
,0,2007,2007,,
,0,2008,2008,,
,0,2009,2009,,
,0,2010,2010,,
,0,2011,2011,,
,0,2012,2012,,
,0,2013,2013,,
,0,2014,2014,,
,0,2015,2015,,
,0,2016,2016,,
,1,2017,2017,,
,0,2018,2018,,
,0,2019,2019,,
,0,2020,2020,,
,0,2021,2021,,
,0,2022,2022,,
,1,2023,2023,,
,0,2024,2024,,
,1,2025,2025,,
,0,2026,2026,,
,0,2027,2027,,
,0,2028,2028,,
,0,2029,2029,,
,0,2030,2030,,
,0,2031,2031,,
,0,2032,2032,,
,0,2033,2033,,
,0,2034,2034,,
,0,2035,2035,,
,0,2036,2036,,
,1,2037,2037,,
,0,2038,2038,,
,0,2039,2039,,
,0,2040,2040,,
,0,2041,2041,,
,0,2042,2042,,
,0,2043,2043,,
,0,2044,2044,,
,1,2045,2045,,
,0,2046,2046,,
,20,2047,2047,,

